id,name,latitude,longitude,dpcapacity,online_date
102,Stony Island Ave & 67th St,41.7734585,-87.58533974,11,4/22/15
356,Stony Island Ave & 71st St,41.76649294,-87.58646088,11,4/22/15
270,Stony Island Ave & 75th St,41.75866967,-87.58688287,15,4/24/15
583,Stony Island Ave & 82nd St,41.746559,-87.586005,11,7/25/16
577,Stony Island Ave & South Chicago Ave,41.751173,-87.585337,11,7/20/16
35,Streeter Dr & Grand Ave,41.892278,-87.612043,47,8/5/13
491,Talman Ave & Addison St,41.94663583,-87.69461476,15,5/4/15
177,Theater on the Lake,41.926277,-87.630834,23,8/13/13
556,Throop St & 52nd St,41.799659,-87.657195,11,6/17/16
490,Troy St & Elston Ave,41.94524357,-87.7066499,15,5/4/15
509,Troy St & North Ave,41.9097693,-87.70528049,15,4/30/15
408,Union Ave & 42nd St,41.81763809,-87.64356503,15,4/15/15
84,Union Ave & Grand Ave,41.891,-87.645925,19,6/26/13
423,University Ave & 57th St,41.791478,-87.599861,19,4/17/15
605,University Library (NU),42.052939,-87.673447,15,7/1/16
599,Valli Produce - Evanston Plaza,42.039742,-87.699413,15,7/1/16
571,Vernon Ave & 75th St,41.758361,-87.614138,11,7/20/16
574,Vernon Ave & 79th St,41.750951,-87.613783,11,7/25/16
72,Wabash Ave & 16th St,41.860384,-87.625813,23,6/24/13
587,Wabash Ave & 83rd St,41.743316,-87.622849,11,8/18/16
595,Wabash Ave & 87th St,41.736646,-87.622634,15,8/4/16
321,Wabash Ave & 8th St,41.871962,-87.626106,19,9/21/13
39,Wabash Ave & Adams St,41.87947235,-87.62568861,23,4/18/15
42,Wabash Ave & Cermak Rd,41.852619,-87.626488,11,6/18/13
199,Wabash Ave & Grand Ave,41.891738,-87.626937,15,8/10/13
59,Wabash Ave & Roosevelt Rd,41.867227,-87.625961,23,6/18/13
194,Wabash Ave & Wacker Pl,41.886875,-87.62603,19,8/10/13
18,Wacker Dr & Washington St,41.88327159,-87.63731329,19,4/18/15
278,Wallace St & 35th St,41.830629,-87.64129,15,9/13/13
448,Warren Park East,42.00454962,-87.68066615,15,5/12/15
450,Warren Park West,42.00200726,-87.68972623,15,5/12/15
437,Washtenaw Ave & 15th St (*),41.86148,-87.693374,20,5/28/15
475,Washtenaw Ave & Lawrence Ave,41.96871107,-87.69616957,15,5/5/15
218,Wells St & 19th St,41.856802,-87.633879,11,8/23/13
289,Wells St & Concord Ln,41.912133,-87.634656,19,9/14/13
182,Wells St & Elm St,41.903222,-87.634324,23,6/16/15
291,Wells St & Evergreen Ave,41.906724,-87.63483,19,9/14/13
53,Wells St & Huron St,41.894729,-87.633775,19,6/17/13
175,Wells St & Polk St,41.872373,-87.633523,19,8/3/13
46,Wells St & Walton St,41.89993001,-87.63443007,19,6/14/13
132,Wentworth Ave & 24th St,41.849237,-87.631715,15,9/5/13
403,Wentworth Ave & 33rd St,41.83452989,-87.63182298,15,4/14/15
405,Wentworth Ave & 35th St,41.830777,-87.632504,15,7/11/16
390,Wentworth Ave & 63rd St,41.78007963,-87.62974631,15,5/18/15
120,Wentworth Ave & Archer Ave,41.853605,-87.631886,23,8/6/13
203,Western Ave & 21st St,41.85394,-87.685243,15,8/15/13
281,Western Ave & 24th St,41.84847,-87.685109,15,9/13/13
446,Western Ave & 28th St,41.84151771,-87.68513144,15,5/21/15
382,Western Ave & Congress Pkwy,41.87474885,-87.68644528,19,4/27/15
305,Western Ave & Division St,41.902893,-87.687275,15,9/21/13
452,Western Ave & Granville Ave,41.99416137,-87.68943828,15,5/12/15
527,Western Ave & Howard St,42.018901,-87.690048,19,7/8/16
239,Western Ave & Leland Ave,41.966555,-87.688487,19,8/21/13
467,Western Ave & Lunt Ave,42.0085944,-87.69049224,15,5/15/15
381,Western Ave & Monroe St,41.87978771,-87.68611281,15,4/27/15
493,Western Ave & Roscoe St,41.94302616,-87.68739454,15,5/4/15
374,Western Ave & Walton St,41.89841769,-87.68659602,15,4/27/15
116,Western Ave & Winnebago Ave,41.915401,-87.687202,15,7/26/13
594,Western Blvd & 48th Pl,41.805661,-87.683392,15,6/17/16
117,Wilton Ave & Belmont Ave,41.94018,-87.65304,23,8/2/13
13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,27,6/20/13
505,Winchester Ave & Elston Ave,41.92409085,-87.67646007,15,5/7/15
613,Wisconsin Ave & Madison St,41.879837,-87.80224,11,6/28/16
519,Wolcott Ave & Fargo Ave,42.016977,-87.677725,11,7/7/16
342,Wolcott Ave & Polk St,41.871262,-87.673688,15,10/12/13
369,Wood St & 35th St,41.83010465,-87.67029831,11,4/14/15
17,Wood St & Division St,41.90332,-87.67273,15,6/20/13
285,Wood St & Grand Ave,41.89113,-87.67203,19,9/13/13
61,Wood St & Milwaukee Ave,41.907655,-87.672552,19,6/18/13
317,Wood St & Taylor St,41.869154,-87.671045,23,9/21/13
248,Woodlawn Ave & 55th St,41.795264,-87.596471,19,8/23/13
569,Woodlawn Ave & 75th St,41.75916,-87.595751,15,6/23/16
413,Woodlawn Ave & Lake Park Ave,41.81409271,-87.59700515,15,4/14/15
396,Yates Blvd & 75th St,41.758768,-87.56644,11,5/7/15
